school_id,display_name,mascot_name,color1,color1_name,color2,color2_name,color3,color3_name,mascot_file_name
207,Brick Memorial,Mustangs,#00341E,Dark Green,#C8880A,Gold,#FFFFFF,White,Horse 1.svg
218,Brick Township,Green Dragons,#00824B,Kelly Green,#FFFFFF,White,#000000,Black,Dragon 1.svg
131,Bridgewater-Raritan,Panthers,#000000,Black,#FFFFFF,White,#C0C0C0,Silver,Cougar 1.svg
287,Buena,Chiefs,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Indian 2.svg
360,Buena Regional/Vineland,Fighting Chiefs,#034CB2,Royal Blue,#CC0022,Scarlet Red,#FFFFFF,White,chief rooster.svg
228,Burlington City,Blue Devils,#034CB2,Royal Blue,#FFFFFF,White,#000000,Black,Devil.svg
229,Burlington Township,Falcons,#000000,Black,#C8880A,Gold,#FFFFFF,White,Falcon.svg
30,Butler,Bulldogs,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Bulldog 2.svg
91,Caldwell,Chiefs,#0039A6,Blue,#FFFFFF,White,#000000,Black,Indian_3.svg
237,Camden,Panthers,#754ACC,Purple,#C8880A,Gold,#FFFFFF,White,Panther_3.svg
278,Camden Catholic,Fighting Irish,#00824B,Kelly Green,#FFFFFF,White,#000000,Black,Fighting Irish.svg
148,Carteret,Ramblers,#034CB2,Royal Blue,#FFFFFF,White,#000000,Black,Rambler.svg
288,Cedar Creek,Pirates,#602121,Maroon,#234C28,Forest Green,#FFFDD0,Cream,Pirate.svg
60,Cedar Grove,Panthers,#222222,Black,#C8880A,Gold,#FFFFFF,White,Panther.svg
168,Central Jersey College Prep,Cougars,#1a1a2e,Navy,#FFD700,Gold,#FFFFFF,White,Cougar 1.svg
247,Central Regional,Golden Eagles,#8F0018,Maroon,#C8880A,Gold,#FFFFFF,White,Eagle 2.svg
266,Cherokee,Chiefs,#503604,Dark Brown,#CC4E10,Orange,#FFFFFF,White,Indian_4.svg
267,Cherry Hill East,Cougars,#CC0022,Scarlet Red,#FFFFFF,White,#000000,Black,Cougar 1.svg
363,Cherry Hill East/Cherry Hill West,Cougar Lions,#CC0022,Scarlet Red,#754ACC,Purple,#FFFFFF,White,Cougar Lion.svg
268,Cherry Hill West,Lions,#754ACC,Purple,#FFFFFF,White,#000000,Black,Lion_2.svg
197,Christian Brothers,Colts,#0C2340,Navy,#FFFFFF,White,#000000,Black,Horse 1.svg
257,Cinnaminson,Pirates,#222222,Black,#CC0022,Scarlet Red,#FFFFFF,White,Pirate 1.svg
305,Clayton,Clippers,#192F59,Navy,#ECDF43,Yellow,#FFFFFF,White,Clipper.svg
306,Clearview,Pioneers,#006D3B,Green,#FFFFFF,White,#000000,Black,Mountaineer_2.svg
364,Cliffside Park,Red Raiders,#FF0000,Red,#000000,Black,#FFFFFF,White,Lancer.svg
365,Cliffside Park/Ridgefield Memorial,Royal Raiders,#FF0000,Red,#4169E1,Royal Blue,#FFFFFF,White,Royal Raider.svg
50,Clifton,Mustangs,#8F0018,Maroon,#454444,Gray,#FFFFFF,White,Horse 1.svg
71,College Achieve Paterson,Pheonix,#1a1a2e,Navy,#FFD700,Gold,#FFFFFF,White,Phoenix.svg
238,Collingswood,Panthers,#0000FF,Blue,#FFD700,Gold,#FFFFFF,White,Panther.svg
149,Colonia,Patriots,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Patriot_2.svg
198,Colts Neck,Cougars,#0f6c0f,Green,#FFFFFF,White,#000000,Black,Cougar.svg
121,Columbia,Cougars,#BA2400,Red,#000000,Black,#FFFFFF,White,Cougar 2.svg
93,Cranford,Cougars,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Cougar 2.svg
1,Cresskill,Cougars,#222222,Black,#C8880A,Gold,#FFFFFF,White,Cougar 1.svg
289,Cumberland,Clippers,#034CB2,Royal Blue,#FFFFFF,White,#000000,Black,Admiral.svg
141,Delaware Valley,Terriers,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Terrier.svg
82,Delbarton School,Green Wave,#00824B,Kelly Green,#FFFFFF,White,#000000,Black,Wave 1.svg
258,Delran,Bears,#503604,Dark Brown,#C8880A,Gold,#FFFFFF,White,Bear 3.svg
290,Delsea,Crusaders,#CC0022,Scarlet Red,#FFFFFF,White,#000000,Black,Crusader.svg
314,Demarest,Norsemen,#034CB2,Royal Blue,#FFFFFF,White,#000000,Black,Viking.svg
22,Depaul Catholic,Spartans,#025B40,Dark Green,#FFFFFF,White,#000000,Black,Spartan 5.svg
307,Deptford,Spartans,#000000,Black,#AE8524,Gold,#FFFFFF,White,Spartan 4.svg
11,Don Bosco Prep,Ironmen,#8F0018,Maroon,#FFFFFF,White,#000000,Black,Ironman.svg
248,Donovan Catholic,Griffins,#003087,Navy,#FFD700,Gold,#FFFFFF,White,Griffin.svg
61,Dover,Tigers,#222222,Black,#CC4E10,Orange,#FFFFFF,White,Tiger 2.svg
2,Dumont,Huskies,#503604,Dark Brown,#CC4E10,Orange,#FFFFFF,White,Huskie.svg
41,Dwight Morrow,Raiders,#8F0018,Maroon,#FFFFFF,White,#000000,Black,Eagle 1.svg
158,East Brunswick,Bears,#00824B,Kelly Green,#FFFFFF,White,#000000,Black,Bear.svg
111,East Orange,Jaguars,#CC0022,Scarlet Red,#034CB2,Royal Blue,#FFFFFF,White,Jaguar.svg
296,Eastern,Vikings,#034CB2,Royal Blue,#CC0022,Scarlet Red,#FFFFFF,White,Viking.svg
178,Edison,Eagles,#CC0022,Scarlet Red,#C8880A,Gold,#FFFFFF,White,Eagle 1.svg
279,Egg Harbor,Eagles,#222222,Black,#737272,Gray,#FFFFFF,White,Eagle.svg
123,Elizabeth,Minutemen,#ff1120,Red,#000000,Black,#FFFFFF,White,Minuteman.svg
51,Elmwood Park,Crusaders,#CC0022,Scarlet Red,#FFFFFF,White,#000000,Black,Crusader 3.svg
3,Emerson Boro,Cabos,#003087,Navy,#C8880A,Gold,#FFFFFF,White,Cavalier.svg
230,Ewing,Blue Devils,#034CB2,Royal Blue,#FFFFFF,White,#000000,Black,Devil 1.svg
52,Fair Lawn,Cutters,#52000E,Burgundy,#454444,Gray,#FFFFFF,White,Pirate 1.svg
42,Fort Lee,Bridgemen,#222222,Black,#CC4E10,Orange,#FFFFFF,White,Bridgeman.svg
169,Franklin,Warriors,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Spartan 7.svg
199,Freehold Borough,Colonials,#001b64,Navy,#e8b827,Gold,#FFFFFF,White,Patriot_3.svg
200,Freehold Township,Patriots,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Patriot.svg
53,Garfield,Boilermakers,#754ACC,Purple,#C8880A,Gold,#FFFFFF,White,Boilermaker.svg
291,Gateway Reg/ Woodbury,Gators,#006400,Dark Green,#C8880A,Gold,#FFFFFF,White,Gator.svg
101,Glen Ridge,Ridgers,#CC0022,Scarlet Red,#FFFFFF,White,#000000,Black,Zebra.svg
12,Glen Rock,Panthers,#222222,Black,#CC0022,Scarlet Red,#FFFFFF,White,Panther.svg
269,Gloucester Catholic,Rams,#8F0018,Maroon,#C8880A,Gold,#FFFFFF,White,Ram_3.svg
259,Gloucester City JR/SR,Lions,#00274C,Navy,#FFCB05,Gold,#FFFFFF,White,Lion_2.svg
102,Governor Livingston,Highlanders,#034CB2,Royal Blue,#CC0022,Scarlet Red,#FFFFFF,White,Tartan_2.svg
43,Hackensack,Comets,#034CB2,Royal Blue,#C8880A,Gold,#FFFFFF,White,Comet.svg
